FID,Join_Count,TARGET_FID,Id,Shape_Leng,Shape_Area,GeoID,FLD_AR_ID,FLD_ZONE,FLOODWAY,SFHA_TF,STATIC_BFE,V_DATUM,DEPTH,LEN_UNIT,VELOCITY,VEL_UNIT,AR_REVERT,BFE_REVERT,DEP_REVERT,SOURCE_CIT,flood_score
517,4,518,0,2721.46831,450465.1845,518,350,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
518,4,519,0,2721.46831,450465.1845,519,554,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
519,1,520,0,2721.46831,450465.1845,520,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
520,5,521,0,2721.46831,450465.1845,521,492,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
521,1,522,0,2721.46831,450465.1845,522,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
522,2,523,0,2721.468967,450465.3712,523,423,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
523,2,524,0,2721.46831,450465.1845,524,437,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
524,1,525,0,2721.468967,450465.4443,525,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
525,8,526,0,2721.468967,450465.3712,526,341,AE, ,T,10,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
526,3,527,0,2721.46831,450465.1845,527,447,AE, ,T,12,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
527,5,528,0,2721.468967,450465.3712,528,356,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
528,1,529,0,2721.468967,450465.4443,529,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
529,1,530,0,2721.46831,450465.1845,530,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
530,2,531,0,2721.468967,450465.3712,531,649,OPEN WATER, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,4
531,1,532,0,2721.46831,450465.1845,532,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
532,3,533,0,2721.46831,450465.1845,533,369,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
533,1,534,0,2721.46831,450465.1845,534,690,AE, ,T,10,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
534,3,535,0,2721.46831,450465.1845,535,401,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
535,4,536,0,2721.468967,450465.3712,536,296,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
536,1,537,0,2721.46831,450465.1845,537,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
537,1,538,0,2721.46831,450465.1845,538,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
538,1,539,0,2721.46831,450465.1845,539,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
539,2,540,0,2721.46831,450465.1845,540,692,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
540,4,541,0,2382.012839,313488.8557,541,430,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
541,4,542,0,2721.46831,450465.1845,542,502,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
542,1,543,0,2721.46831,450465.1845,543,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
543,1,544,0,2721.46831,450465.1845,544,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
544,1,545,0,2721.46831,450465.1845,545,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
545,1,546,0,2721.46831,450465.1845,546,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
546,3,547,0,2721.46831,450465.1845,547,442,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
547,1,548,0,2173.437615,253123.4593,548,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
548,2,549,0,919.9004432,36024.21373,549,257,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
549,1,550,0,2721.468967,450465.3712,550,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
550,1,551,0,2721.468967,450465.3712,551,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
551,1,552,0,2721.468967,450465.3712,552,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
552,3,553,0,2721.46831,450465.1845,553,423,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
553,5,554,0,2721.468967,450465.3712,554,342,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
554,1,555,0,2721.468967,450465.4443,555,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
555,1,556,0,1719.936357,168599.3523,556,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
556,2,557,0,2721.46831,450465.1845,557,449,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
557,1,558,0,2721.468967,450465.3712,558,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
558,1,559,0,1444.963777,89081.2065,559,690,AE, ,T,10,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
559,1,560,0,2634.869125,439246.3794,560,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
560,1,561,0,2721.46831,450465.1845,561,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
561,1,562,0,2721.46831,450465.1845,562,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
562,6,563,0,2721.46831,450465.1845,563,373,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
563,4,564,0,2721.46831,450465.1845,564,308,AE, ,T,12,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
564,4,565,0,2721.46831,450465.1845,565,377,VE, ,T,18,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,5
565,1,566,0,2721.46831,450465.1845,566,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
566,4,567,0,2691.686661,449076.7758,567,267,AE, ,T,13,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
567,1,568,0,2611.222737,369377.0451,568,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
568,4,569,0,2721.46831,450465.1845,569,361,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
569,4,570,0,2721.46831,450465.1845,570,444,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
570,1,571,0,2721.46831,450465.1845,571,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
571,1,572,0,2721.46831,450465.1845,572,489,AE, ,T,11,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
572,1,573,0,2721.46831,450465.1845,573,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
573,3,574,0,2721.468967,450465.3712,574,347,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
574,4,575,0,2721.46831,450465.1845,575,350,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
575,2,576,0,2721.46831,450465.1845,576,690,AE, ,T,10,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
576,2,577,0,2721.46831,450465.1845,577,649,OPEN WATER, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,4
577,1,578,0,1852.092219,40771.56428,578,489,AE, ,T,11,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
578,1,579,0,2721.468967,450465.3712,579,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
579,3,580,0,2721.468967,450465.4443,580,285,AE, ,T,12,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
580,1,581,0,2721.46831,450465.1845,581,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
581,1,582,0,2721.468966,450465.4443,582,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
582,1,583,0,2721.46831,450465.1845,583,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
583,1,584,0,2721.46831,450465.1845,584,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
584,1,585,0,209.1212964,1864.644247,585,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
585,1,586,0,2721.46831,450465.1845,586,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
586,2,587,0,2721.46831,450465.1845,587,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
587,3,588,0,2721.468967,450465.3712,588,344,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
588,1,589,0,2721.46831,450465.1845,589,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
589,1,590,0,2721.468967,450465.3712,590,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
590,4,591,0,1473.178748,93068.81165,591,267,AE, ,T,13,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
591,3,592,0,2721.468967,450465.3712,592,416,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
592,2,593,0,2721.46831,450465.1845,593,649,OPEN WATER, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,4
593,1,594,0,2721.46831,450465.1845,594,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
594,5,595,0,2721.46831,450465.1845,595,380,VE, ,T,16,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,5
595,1,596,0,2721.46831,450465.1845,596,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
596,4,597,0,2721.46831,450465.1845,597,504,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
597,6,598,0,2721.46831,450465.1845,598,307,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
598,4,599,0,2721.46831,450465.1845,599,460,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
599,4,600,0,2353.399092,270825.9937,600,412,VE, ,T,13,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,5
600,1,601,0,2721.468966,450465.4443,601,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
601,2,602,0,2721.46831,450465.1845,602,549,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
602,2,603,0,2721.46831,450465.1845,603,649,OPEN WATER, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,4
603,1,604,0,1900.968975,242633.3544,604,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
604,1,605,0,2239.637434,287288.2901,605,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
605,2,606,0,2382.397686,324299.8899,606,649,OPEN WATER, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,4
606,1,607,0,881.7146543,17313.46027,607,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
607,4,608,0,2721.46831,450465.1845,608,369,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
608,1,609,0,2721.46831,450465.1845,609,701,AE, ,T,12,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
609,1,610,0,675.4359112,7197.673423,610,699,VE, ,T,14,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,5
610,1,611,0,2721.46831,450465.1845,611,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
611,2,612,0,2721.46831,450465.1845,612,344,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
612,1,613,0,2721.46831,450465.1845,613,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
613,1,614,0,2721.46831,450465.1845,614,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
614,6,615,0,2721.468967,450465.3712,615,292,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
615,1,616,0,2721.46831,450465.1845,616,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
616,2,617,0,2713.059452,450358.3367,617,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
617,1,618,0,2721.46831,450465.1845,618,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
618,1,619,0,2721.46831,450465.1845,619,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
619,1,620,0,2721.46831,450465.1845,620,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
620,4,621,0,2721.46831,450465.1845,621,324,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
621,5,622,0,2721.46831,450465.1845,622,356,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
622,3,623,0,2721.46831,450465.1845,623,401,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
623,3,624,0,2721.46831,450465.1845,624,439,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
624,3,625,0,2721.46831,450465.1845,625,311,AE, ,T,11,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
625,4,626,0,2721.469623,450465.631,626,352,AE, ,T,11,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
626,1,627,0,2721.468967,450465.3712,627,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
627,4,628,0,2721.468967,450465.3712,628,477,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
628,2,629,0,2721.46831,450465.1845,629,423,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
629,1,630,0,2721.46831,450465.1845,630,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
630,1,631,0,2721.468967,450465.3712,631,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
631,1,632,0,2721.468967,450465.4443,632,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
632,3,633,0,2721.46831,450465.1845,633,327,AE, ,T,11,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
633,5,634,0,2721.46831,450465.1845,634,545,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
634,3,635,0,2209.453274,246622.2799,635,434,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
635,1,636,0,2721.468967,450465.4443,636,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
636,4,637,0,2217.695027,201999.6628,637,533,AE, ,T,11,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
637,1,638,0,2633.119955,436097.9274,638,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
638,2,639,0,2163.374736,290218.1409,639,364,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
639,4,640,0,2721.46831,450465.1845,640,467,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
640,1,641,0,2721.46831,450465.1845,641,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
641,2,642,0,2721.46831,450465.1845,642,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
642,1,643,0,2721.46831,450465.1845,643,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
643,1,644,0,565.0775107,14275.92188,644,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
644,7,645,0,2721.468967,450465.3712,645,340,AE, ,T,11,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
645,1,646,0,2721.468967,450465.3712,646,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
646,2,647,0,2721.46831,450465.1845,647,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
647,1,648,0,2721.46831,450465.1845,648,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
648,1,649,0,2721.468967,450465.3712,649,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
649,1,650,0,2721.46831,450465.1845,650,649,OPEN WATER, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,4
650,4,651,0,2721.468967,450465.3712,651,345,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
651,2,652,0,2542.889397,403997.4771,652,257,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
652,4,653,0,2721.46831,450465.1845,653,438,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
653,1,654,0,2721.468967,450465.3712,654,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
654,3,655,0,2721.468967,450465.3712,655,423,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
655,6,656,0,2721.46831,450465.1845,656,438,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
656,1,657,0,2721.46831,450465.1845,657,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
657,1,658,0,2721.46831,450465.1845,658,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
658,1,659,0,2721.46831,450465.1845,659,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
659,2,660,0,2721.46831,450465.1845,660,649,OPEN WATER, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,4
660,2,661,0,2721.468967,450465.3712,661,649,OPEN WATER, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,4
661,1,662,0,2721.46831,450465.1845,662,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
662,1,663,0,2721.46831,450465.1845,663,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
663,1,664,0,2721.46831,450465.1845,664,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
664,2,665,0,2721.46831,450465.1845,665,649,OPEN WATER, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,4
665,2,666,0,2721.46831,450465.1845,666,489,AE, ,T,11,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
666,1,667,0,2721.46831,450465.1845,667,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
667,1,668,0,2721.468967,450465.4443,668,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
668,4,669,0,2721.46831,450465.1845,669,549,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
669,1,670,0,1001.991352,21374.65761,670,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
670,1,671,0,2721.46831,450465.1845,671,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
671,1,672,0,985.4846038,35662.17065,672,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
672,1,673,0,2721.468967,450465.3712,673,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
673,1,674,0,2721.46831,450465.1845,674,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
674,3,675,0,2721.46831,450465.1845,675,387,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
675,1,676,0,2721.46831,450465.1845,676,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
676,1,677,0,2721.46831,450465.1845,677,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
677,2,678,0,2721.46831,450465.1845,678,444,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
678,1,679,0,2721.46831,450465.1845,679,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
679,1,680,0,2721.46831,450465.1845,680,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
680,1,681,0,2721.46831,450465.1845,681,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
681,1,682,0,2721.46831,450465.1845,682,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
682,3,683,0,2721.468967,450465.3712,683,344,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
683,1,684,0,2721.46831,450465.1845,684,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
684,1,685,0,2721.46831,450465.1845,685,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
685,3,686,0,2721.468967,450465.3712,686,424,AE, ,T,12,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
686,1,687,0,2721.468967,450465.3712,687,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
687,4,688,0,2721.46831,450465.1845,688,398,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
688,1,689,0,2601.535003,425956.4346,689,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
689,1,690,0,2721.46831,450465.1845,690,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
690,1,691,0,2721.468967,450465.3712,691,701,AE, ,T,12,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
691,1,692,0,2721.46831,450465.1845,692,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
692,1,693,0,2721.46831,450465.1845,693,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
693,1,694,0,2721.46831,450465.1845,694,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
694,1,695,0,2721.468967,450465.3712,695,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
695,1,696,0,2466.096019,218062.3394,696,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
696,1,697,0,2446.250475,338761.1174,697,649,OPEN WATER, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,4
697,2,698,0,2721.46831,450465.1845,698,542,AE, ,T,10,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
698,1,699,0,2721.468967,450465.3712,699,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
699,1,700,0,2721.46831,450465.1845,700,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
700,1,701,0,2721.46831,450465.1845,701,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
701,1,702,0,2721.46831,450465.1845,702,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
702,2,703,0,2721.46831,450465.1845,703,489,AE, ,T,11,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
703,2,704,0,2721.46831,450465.1845,704,438,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
704,4,705,0,2721.468967,450465.3712,705,420,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
705,1,706,0,2721.468967,450465.3712,706,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
706,4,707,0,2721.46831,450465.1845,707,335,AE, ,T,12,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
707,3,708,0,2721.46831,450465.1845,708,381,AE, ,T,13,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
708,1,709,0,2721.46831,450465.1845,709,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
